url,filename,total_blocks,total_points,Abstraction,Parallelization,Logic,Synchronization,FlowControl,UserInteractivity,DataRepresentation,MathOperators,MotionOperators,Van total_points,Van Abstraction,Van Parallelization,Van Logic,Van Synchronization,Van FlowControl,Van UserInteractivity,Van DataRepresentation,deadcode,duplicateScript,spriteNaming,initialization,Error
,scratch match!.sb3,857,35/36,4/4,4/4,4/4,4/4,4/4,3/4,4/4,4/4,4/4,21/21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,,0,0,0,
