url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode
,birdygethem.sb3,18,1,1,1,2,4,1,4,2,2,0,1,0,0,None,Default
