url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode
https://scratch.mit.edu/projects/957967074/,https://scratch.mit.edu/projects/957967074/,14,1,1,0,2,3,1,4,2,0,0,4,7,4,None,Default
