url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
,2813dc7c-edd7-4499-ba6c-5bbefcc75978_2024_06_06_13_11_22_553295.sb3,13,1,4,0,3,2,1,1,0,1,0,0,0,0,None,Default,11,1,3,0,3,2,1,1,54
,747653991_2024_06_12_15_53_38_202464.sb3,24,4,3,2,2,3,2,4,2,2,0,2,1,1,None,Default,18,3,3,2,2,3,2,3,73
,184ab126-649d-41cb-86b6-581a06e7d988_2024_05_27_06_49_48_538726.sb3,3,0,0,0,0,1,2,0,0,0,0,0,0,1,None,Default,3,0,0,0,0,1,2,0,44
,e78616b8-0f6a-4350-9ce6-0e8d6c1947d8_2024_05_12_23_07_14_511496.sb3,12,3,0,0,0,2,2,2,3,0,0,0,0,1,None,Default,9,3,0,0,0,2,2,2,17
,7dec304b-ccee-48e5-8dad-309a8adb52b1_2024_05_10_20_15_32_631986.sb3,14,3,1,0,0,2,4,2,1,1,0,0,0,1,None,Default,11,3,1,0,0,2,3,2,108
,4a46c0f7-f293-4a56-8af1-2dab44d07c63_2024_06_06_06_16_19_800747.sb3,23,1,1,4,3,2,2,4,2,4,0,0,0,0,None,Default,15,1,1,3,3,2,2,3,92
,5937c32b-ff50-4629-bdf5-c39b5aee7c33_2024_05_29_06_23_34_809769.sb3,12,1,0,1,2,2,2,1,0,3,0,0,0,0,None,Default,9,1,0,1,2,2,2,1,18
,4b65a8af-f601-4d61-bc52-a2668112ef40_2024_05_27_11_02_04_900218.sb3,15,1,0,1,0,4,2,4,2,1,0,0,0,0,None,Default,10,1,0,1,0,3,2,3,43
,1042875268_2024_06_28_13_17_10_286981.sb3,21,4,3,1,2,2,1,4,2,2,0,0,0,0,None,Default,15,3,3,1,2,2,1,3,59
,1041108663_2024_06_24_07_30_46_092253.sb3,20,1,1,1,3,2,2,4,2,4,0,0,1,0,None,Default,13,1,1,1,3,2,2,3,91
,763d6161-8be4-4437-91a2-70a3712cd42e_2024_06_06_06_21_03_716311.sb3,14,1,0,2,3,1,2,1,0,4,0,1,0,0,None,Default,10,1,0,2,3,1,2,1,31
,1027494982_2024_06_26_01_15_10_076404.sb3,16,1,3,1,2,1,4,1,0,3,0,0,0,0,None,Default,12,1,3,1,2,1,3,1,47
,86d7af27-049f-44d2-94a8-1c447032455e_2024_05_27_11_25_44_919510.sb3,10,1,1,0,0,4,2,1,0,1,0,2,0,0,None,Default,8,1,1,0,0,3,2,1,17
,d5d71732-d99e-4613-98ac-f5649b40ea8b_2024_05_25_03_15_03_520929.sb3,34,4,4,4,3,3,4,4,4,4,0,1,5,2,None,Default,21,3,3,3,3,3,3,3,393
,1039908295_2024_06_27_12_02_09_308765.sb3,11,1,1,0,2,2,1,1,0,3,0,0,0,1,None,Default,8,1,1,0,2,2,1,1,21
,4078f0cb-13ae-42ac-a1d2-fd3ba56cdba3_2024_06_23_19_04_18_48194.sb3,29,4,4,2,3,3,2,4,3,4,0,0,0,0,None,Default,19,3,3,2,3,3,2,3,243
,15c017ad-5208-470b-8152-33e5216bda71_2024_05_25_13_20_54_389082.sb3,22,2,3,1,2,4,2,4,2,2,0,0,0,0,None,Default,16,2,3,1,2,3,2,3,48
,6545c179-625b-4825-bb84-78480a8ffa11_2024_05_11_17_50_09_921631.sb3,27,3,4,2,4,2,2,4,3,3,2,1,0,3,None,Default,18,3,3,2,3,2,2,3,246
,8b381678-3721-4da9-a369-a2873320f801_2024_06_05_06_01_56_57632.sb3,18,1,4,1,3,2,2,1,0,4,0,2,0,1,None,Default,13,1,3,1,3,2,2,1,36
,1014331032_2024_06_18_18_59_44_002968.sb3,16,1,4,1,3,2,2,2,0,1,0,0,0,0,None,Default,14,1,3,1,3,2,2,2,68
,1025395247_2024_05_30_00_34_33_576905.sb3,11,1,3,0,3,1,2,1,0,0,0,0,1,1,None,Default,11,1,3,0,3,1,2,1,18
,948664627_2024_06_12_15_30_08_598053.sb3,7,1,0,0,1,2,2,1,0,0,0,0,0,1,None,Default,7,1,0,0,1,2,2,1,14
,063c6cef-0038-4dd7-8761-b0bd21085638_2024_05_15_16_20_14_80677.sb3,21,1,1,1,2,4,2,4,2,4,10,0,0,1,None,Default,13,1,1,1,2,3,2,3,140
,0767abdc-6c2b-4ade-9586-5c55f566e91f_2024_06_25_23_47_26_666847.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,1014621519_2024_06_19_16_30_32_775940.sb3,22,1,4,0,2,4,2,4,2,3,2,3,0,0,None,Default,14,1,3,0,2,3,2,3,640
,1025398274_2024_05_30_00_34_48_983600.sb3,5,1,0,0,0,1,2,1,0,0,0,1,1,1,None,Default,5,1,0,0,0,1,2,1,27
,b07800d2-7f34-4917-a4fc-ed1f2523a68d_2024_05_25_21_43_09_703803.sb3,19,1,4,1,3,1,3,4,2,0,0,0,0,0,None,Default,15,1,3,1,3,1,3,3,99
,7af2cc07-ff13-4e7b-94da-6a34ca725ee4_2024_05_12_11_19_31_347687.sb3,13,1,0,2,1,2,2,1,0,4,0,0,0,0,None,Default,9,1,0,2,1,2,2,1,18
,1014621519_2024_06_09_09_52_14_669492.sb3,22,1,4,0,2,4,2,4,2,3,2,3,0,0,None,Default,14,1,3,0,2,3,2,3,640
,d5c60673-f14f-4028-a4a2-e0e26a57338b_2024_06_01_04_13_36_91335.sb3,21,3,2,2,4,2,2,4,2,0,0,0,0,0,None,Default,17,3,2,2,3,2,2,3,46
,a06533ac-4d58-48ec-ac3a-a0c9cb43c098_2024_05_31_11_50_39_306184.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,842495325_2024_06_24_18_52_46_122929.sb3,30,3,4,2,3,3,4,4,3,4,0,2,0,0,None,Default,20,3,3,2,3,3,3,3,746
,1039908295_2024_06_27_12_04_52_050716.sb3,11,1,1,0,2,2,1,1,0,3,0,0,0,1,None,Default,8,1,1,0,2,2,1,1,21
,1033129433_2024_06_22_13_37_58_332785.sb3,6,1,1,0,0,1,1,1,0,1,0,0,1,1,None,Default,5,1,1,0,0,1,1,1,9
,97711076-c3f9-4b2a-9892-2ca503cbbaff_2024_06_06_13_12_56_535593.sb3,19,1,1,1,3,2,2,4,2,3,0,0,0,0,None,Default,13,1,1,1,3,2,2,3,53
,1031204384_2024_06_17_12_08_15_931361.sb3,20,1,1,4,1,2,2,4,2,3,0,0,0,0,None,Default,13,1,1,3,1,2,2,3,96
,995375327_2024_06_05_15_50_26_049404.sb3,29,4,4,4,2,3,2,4,4,2,0,0,2,1,None,Default,19,3,3,3,2,3,2,3,332
,5fa96c43-dd6c-45df-ba5e-ea13a78690fa_2024_05_17_06_55_09_745318.sb3,13,1,1,1,1,2,2,2,0,3,0,1,0,1,None,Default,10,1,1,1,1,2,2,2,187
,1018944963_2024_06_10_12_21_03_151082.sb3,13,1,1,1,1,2,2,2,0,3,4,0,0,0,None,Default,10,1,1,1,1,2,2,2,86
,31f941c1-1db0-4fee-8fb1-54766802d1d5_2024_06_18_01_51_08_691874.sb3,16,1,4,0,3,2,1,1,0,4,0,2,0,1,None,Default,11,1,3,0,3,2,1,1,291
,492f472e-33e8-4095-84c8-8d42b6e8a679_2024_05_14_11_53_00_800606.sb3,8,1,1,1,1,1,2,1,0,0,0,2,0,0,None,Default,8,1,1,1,1,1,2,1,43
,f8f4ddd8-501c-4ffd-8f19-9b7b539501c9_2024_05_27_20_16_45_288233.sb3,26,1,4,1,2,4,4,4,2,4,0,0,0,0,None,Default,16,1,3,1,2,3,3,3,292
,1160f05f-aba7-425b-bc5d-147446c967c1_2024_05_24_17_36_21_957893.sb3,16,3,1,0,0,3,4,1,0,4,0,1,0,0,None,Default,11,3,1,0,0,3,3,1,38
,1020494366_2024_05_29_15_49_48_706222.sb3,24,4,3,2,2,3,2,4,2,2,0,2,0,1,None,Default,18,3,3,2,2,3,2,3,72
,5d359d24-d581-4ab3-babb-6a7f28072351_2024_06_09_22_14_48_181778.sb3,12,1,1,0,3,1,2,1,0,3,0,0,0,0,None,Default,9,1,1,0,3,1,2,1,81
,bb082049-ede2-4977-bbdb-92dd4abf89d8_2024_06_10_00_15_22_797572.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,d5cd786c-abdb-4de3-b767-f6b234bd2937_2024_05_15_16_57_54_672884.sb3,19,1,1,1,2,2,2,4,2,4,10,0,0,1,None,Default,12,1,1,1,2,2,2,3,146
,dbfb3a25-3db1-454d-afe6-b66d33b065f8_2024_06_12_05_29_36_890119.sb3,21,1,4,4,3,1,2,4,2,0,0,0,0,0,None,Default,16,1,3,3,3,1,2,3,704
,c7dfd038-7b82-4eea-8129-bfa6bab4a6eb_2024_05_17_07_50_24_28967.sb3,18,1,1,2,3,2,2,4,2,1,0,0,0,0,None,Default,14,1,1,2,3,2,2,3,209
,376c070b-bb61-4da8-9f73-b8147dfbde59_2024_05_29_14_16_36_563069.sb3,21,3,1,1,2,3,2,4,2,3,0,0,0,1,None,Default,15,3,1,1,2,3,2,3,75
,1f08631c-a53d-4fbb-9068-58b075003b8f_2024_06_05_10_53_33_654372.sb3,15,1,1,1,2,2,2,2,0,4,0,0,0,0,None,Default,11,1,1,1,2,2,2,2,71
,8ab4bc7c-072b-478f-befd-4822b6e761a2_2024_05_19_17_33_20_523016.sb3,23,1,3,4,3,2,3,4,2,1,0,1,0,0,None,Default,18,1,3,3,3,2,3,3,65
,c42c922d-b189-42e3-8819-6a2d6a86bdaa_2024_05_14_12_14_05_310309.sb3,21,1,4,1,3,2,2,4,2,2,0,1,0,0,None,Default,15,1,3,1,3,2,2,3,276
,32a8f1f2-fd17-4404-ade9-cf612f380c0d_2024_05_31_13_31_29_245372.sb3,11,1,0,1,1,2,2,1,0,3,0,0,1,1,None,Default,8,1,0,1,1,2,2,1,20
,995375327_2024_05_31_20_17_32_743688.sb3,29,4,4,4,2,3,2,4,4,2,0,0,2,1,None,Default,19,3,3,3,2,3,2,3,332
,4e1b5c38-6c3e-4bb6-a33a-393abf04126a_2024_05_19_17_55_31_454542.sb3,24,1,4,4,3,2,3,4,2,1,0,0,0,0,None,Default,18,1,3,3,3,2,3,3,75
,982092060_2024_06_13_15_49_19_278420.sb3,6,0,0,0,0,2,1,1,0,2,0,0,1,1,None,Default,4,0,0,0,0,2,1,1,5
,e8c2cff5-1bfb-466b-abe8-6825fba17ab2_2024_05_08_15_09_29_107898.sb3,10,1,1,0,1,1,1,1,0,4,0,0,0,0,None,Default,6,1,1,0,1,1,1,1,281
,7f7e6da4-d76a-4897-a192-f4e4fbbfc5ba_2024_05_31_15_01_53_112360.sb3,14,1,2,1,2,1,2,1,0,4,0,0,1,1,None,Default,10,1,2,1,2,1,2,1,33
,1013956109_2024_05_30_12_59_18_706497.sb3,5,0,0,0,0,1,0,1,0,3,0,0,0,0,None,Default,2,0,0,0,0,1,0,1,4
,1036667597_2024_06_20_02_51_20_212982.sb3,25,1,3,4,2,3,2,4,2,4,0,0,1,1,None,Default,17,1,3,3,2,3,2,3,98
,949072735_2024_06_15_19_01_22_136169.sb3,20,1,1,1,4,2,1,4,2,4,0,0,0,1,None,Default,12,1,1,1,3,2,1,3,68
,916013017_2024_06_10_12_56_27_851583.sb3,14,1,1,1,0,2,2,4,2,1,0,5,3,2,None,Default,10,1,1,1,0,2,2,3,68
,6009c860-2e9d-4ed5-a964-3f0733d32a59_2024_05_12_18_26_08_400295.sb3,28,3,4,2,3,4,4,4,2,2,4,0,6,1,None,Default,20,3,3,2,3,3,3,3,286
,84d02ea4-fe7c-4305-9309-53e0a19815d6_2024_06_06_10_14_30_224790.sb3,26,1,4,4,3,2,2,4,2,4,10,2,0,0,None,Default,17,1,3,3,3,2,2,3,2494
,1031204384_2024_06_17_12_38_59_621050.sb3,21,1,1,4,2,2,2,4,2,3,0,0,0,0,None,Default,14,1,1,3,2,2,2,3,107
,098d21bb-df48-41c8-b1ea-39b910c4eaf2_2024_05_31_15_07_32_899254.sb3,13,1,1,1,1,2,2,1,0,4,0,1,1,1,None,Default,9,1,1,1,1,2,2,1,20
,1035314317_2024_06_18_23_40_03_019214.sb3,12,1,1,0,2,3,2,1,0,2,0,0,1,1,None,Default,10,1,1,0,2,3,2,1,30
,17d4b026-c205-4a31-886a-5596da65bf6b_2024_05_24_08_03_22_965760.sb3,17,0,0,4,2,2,2,4,3,0,0,0,0,0,None,Default,12,0,0,3,2,2,2,3,23
,4f5fcd6c-e352-4e5b-bb49-42354eb66c50_2024_05_29_14_16_10_581835.sb3,15,2,3,1,2,2,1,2,0,2,0,0,0,0,None,Default,13,2,3,1,2,2,1,2,38
,83a0e0af-d9c1-4270-b4b4-a50611edde05_2024_05_30_13_13_09_566142.sb3,26,1,4,4,3,2,2,4,2,4,18,94,55,1,None,Default,17,1,3,3,3,2,2,3,2590
,747653991_2024_06_20_22_45_59_260041.sb3,24,4,3,2,2,3,2,4,2,2,0,2,1,1,None,Default,18,3,3,2,2,3,2,3,73
,89318dbb-3e3b-48de-9174-28b21c9c5381_2024_05_29_14_21_43_284374.sb3,22,4,3,1,3,2,2,4,2,1,0,0,0,1,None,Default,17,3,3,1,3,2,2,3,74
,32f14e6d-94f8-452b-9a6d-55dc1e4e3c82_2024_06_07_22_35_42_555134.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,b5b3ed68-34e7-4de4-814f-d0892fff710c_2024_06_04_09_44_28_802960.sb3,22,1,3,2,3,3,2,4,0,4,0,3,0,1,None,Default,17,1,3,2,3,3,2,3,57
,1014621519_2024_06_01_08_58_57_850576.sb3,22,1,4,0,2,4,2,4,2,3,2,3,0,0,None,Default,14,1,3,0,2,3,2,3,640
,39ded4ff-4927-478e-847e-d54b1e713a03_2024_06_25_04_24_34_997921.sb3,17,1,1,1,3,2,1,4,2,2,0,0,0,0,None,Default,12,1,1,1,3,2,1,3,59
,1039908295_2024_06_22_13_33_35_736166.sb3,11,1,1,0,2,2,1,1,0,3,0,0,0,1,None,Default,8,1,1,0,2,2,1,1,19
,668aef0e-a9e4-4347-b1f0-d2d4c9b67169_2024_06_04_09_55_01_51790.sb3,19,1,4,1,3,3,2,1,0,4,0,7,0,1,None,Default,14,1,3,1,3,3,2,1,49
,a96e94dc-05cc-4a64-8007-ace35a977449_2024_05_22_12_16_54_137670.sb3,14,1,1,1,1,2,2,4,0,2,2,0,0,0,None,Default,11,1,1,1,1,2,2,3,152
,7b1a05e4-70fa-4643-9677-b40adc481fd3_2024_05_19_17_53_53_503712.sb3,24,1,4,4,3,2,3,4,2,1,0,0,0,0,None,Default,18,1,3,3,3,2,3,3,75
,db1a63cb-3dc2-4016-8a6e-a8e00667145c_2024_05_27_20_12_44_160215.sb3,25,1,3,1,2,4,4,4,2,4,0,37,0,2,None,Default,16,1,3,1,2,3,3,3,451
,be7be2c9-5455-4274-9532-1edb1caae87f_2024_06_02_13_03_27_899339.sb3,9,0,0,0,1,1,2,1,0,4,0,0,0,0,None,Default,5,0,0,0,1,1,2,1,10
,1a78f483-a07f-40bc-ab28-1f426566e1dc_2024_05_22_12_24_54_77542.sb3,18,1,2,1,1,2,2,4,2,3,0,1,0,1,None,Default,12,1,2,1,1,2,2,3,132
,c5a187ca-a80a-478f-a0cf-54e9c9c5bdaa_2024_05_09_02_43_05_293046.sb3,9,1,0,0,1,2,1,1,1,2,0,1,1,0,None,Default,6,1,0,0,1,2,1,1,14
,991839288_2024_06_20_02_51_08_781810.sb3,23,1,4,1,4,2,2,4,2,3,0,1,0,1,None,Default,15,1,3,1,3,2,2,3,271
,b0bbffea-6997-41d5-aca0-65324c637b97_2024_06_24_13_18_36_966567.sb3,17,1,4,0,3,2,2,1,0,4,0,0,0,0,None,Default,12,1,3,0,3,2,2,1,290
,986543298_2024_06_13_19_29_05_088413.sb3,5,0,0,0,0,1,1,0,0,3,0,0,1,1,None,Default,2,0,0,0,0,1,1,0,3
,1038416209_2024_06_28_13_32_45_041445.sb3,17,2,3,1,2,4,2,2,0,1,0,2,0,0,None,Default,15,2,3,1,2,3,2,2,59
,1036873932_2024_06_24_18_50_57_081298.sb3,18,3,4,0,3,2,2,2,1,1,0,0,0,0,None,Default,15,3,3,0,3,2,2,2,187
,722cd092-829f-468d-b450-a5b1cea5a5c8_2024_05_24_17_51_01_145054.sb3,11,3,3,0,0,2,1,1,0,1,0,0,0,0,None,Default,10,3,3,0,0,2,1,1,17
,953962827_2024_05_29_15_33_57_414468.sb3,27,4,4,1,4,3,1,4,4,2,6,5,9,0,None,Default,17,3,3,1,3,3,1,3,615
,1033129689_2024_06_20_12_55_20_135875.sb3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,None,Default,2,0,0,0,0,1,1,0,6
,0d05ec54-cc77-47f3-a9f1-0644367e3e99_2024_05_17_06_53_51_303782.sb3,11,3,1,1,2,1,2,1,0,0,0,4,0,0,None,Default,11,3,1,1,2,1,2,1,48
,1fd6db10-53f1-4d4f-8591-bf632908d946_2024_05_19_17_55_47_947002.sb3,24,1,4,4,3,2,3,4,2,1,0,0,0,0,None,Default,18,1,3,3,3,2,3,3,75
,1018444443_2024_06_27_08_51_39_629153.sb3,30,4,3,4,2,3,2,4,4,4,0,18,0,0,None,Default,19,3,3,3,2,3,2,3,248
,cd5a2896-0211-4509-8bf5-26713391a979_2024_06_07_07_46_54_813288.sb3,29,1,4,4,3,3,4,4,2,4,0,1,0,0,None,Default,19,1,3,3,3,3,3,3,114
,1012036934_2024_05_31_13_19_01_471581.sb3,8,1,1,0,1,2,2,1,0,0,0,1,2,1,None,Default,8,1,1,0,1,2,2,1,41
,f80905e2-1681-4486-97ff-ccd2810f6cc8_2024_06_25_04_44_33_8881.sb3,17,1,1,1,3,2,1,4,2,2,0,0,0,0,None,Default,12,1,1,1,3,2,1,3,58
,8914d6fe-c1a9-447c-a798-544498e30457_2024_05_22_13_23_46_673885.sb3,21,1,4,1,2,2,2,4,2,3,0,0,0,0,None,Default,14,1,3,1,2,2,2,3,110
,ca597140-d857-4fc4-9d95-b5d441a0a808_2024_06_12_04_19_38_141641.sb3,18,4,3,1,1,2,2,2,0,3,0,0,1,1,None,Default,14,3,3,1,1,2,2,2,61
,b1fe5ac9-9a7b-45ab-8f4d-e61f7e74e17a_2024_05_09_05_27_53_108770.sb3,11,1,1,0,2,2,1,1,1,2,0,3,2,0,None,Default,8,1,1,0,2,2,1,1,17
,1038428290_2024_06_17_12_29_08_852148.sb3,21,1,1,4,2,2,2,4,2,3,2,0,0,0,None,Default,14,1,1,3,2,2,2,3,102
,1036822647_2024_06_20_03_01_18_897248.sb3,7,0,0,0,1,1,1,1,0,3,0,0,0,1,None,Default,4,0,0,0,1,1,1,1,11
,402a0a71-8e68-4a1c-9bc1-da58f07f0325_2024_06_26_02_26_37_950740.sb3,12,1,1,1,0,2,2,2,0,3,2,0,1,2,None,Default,9,1,1,1,0,2,2,2,66
,995375327_2024_06_01_08_38_22_780536.sb3,29,4,4,4,2,3,2,4,4,2,0,0,2,1,None,Default,19,3,3,3,2,3,2,3,332
,d7167dc5-d661-47c1-9bb1-6ae1346c2c23_2024_06_13_12_05_57_402022.sb3,11,1,0,1,0,2,2,2,0,3,0,1,0,0,None,Default,8,1,0,1,0,2,2,2,15
,aa8d8056-29ea-4daa-a774-6d4c3198153c_2024_05_14_11_52_54_137842.sb3,21,1,4,1,3,2,2,4,2,2,0,0,0,0,None,Default,15,1,3,1,3,2,2,3,237
,8047993e-8bf6-4ed6-8a1e-a3ec2093fd83_2024_06_07_15_30_02_327049.sb3,3,0,0,0,0,1,2,0,0,0,0,0,0,1,None,Default,3,0,0,0,0,1,2,0,44
,abba34b6-b8d1-45bc-9183-a7594010e9a3_2024_06_12_23_11_02_724328.sb3,33,4,4,4,3,4,3,4,3,4,0,1,2,0,None,Default,21,3,3,3,3,3,3,3,691
,116d2c99-5a9f-4498-b093-d5f7ce667c90_2024_06_06_12_03_53_422253.sb3,19,1,1,1,3,2,2,4,2,3,2,0,0,0,None,Default,13,1,1,1,3,2,2,3,35
,1038416209_2024_06_29_08_25_59_092028.sb3,17,2,3,1,2,4,2,2,0,1,0,0,0,0,None,Default,15,2,3,1,2,3,2,2,53
,1014338496_2024_06_02_13_05_54_590863.sb3,10,1,1,0,1,2,1,1,0,3,0,0,0,0,None,Default,7,1,1,0,1,2,1,1,16
,29522deb-b163-46a6-9c55-aec1f78f2232_2024_06_12_04_25_29_820792.sb3,18,4,3,1,1,2,2,2,0,3,0,0,1,1,None,Default,14,3,3,1,1,2,2,2,101
,53f462f7-09b6-4a73-8e8c-7df8d789b053_2024_05_17_06_30_49_199417.sb3,19,1,1,1,2,2,2,4,2,4,10,0,0,1,None,Default,12,1,1,1,2,2,2,3,146
,882093984_2024_06_12_15_29_21_680260.sb3,22,2,3,2,1,3,2,4,1,4,0,0,0,1,None,Default,16,2,3,2,1,3,2,3,85
,960588878_2024_06_03_13_36_43_857074.sb3,36,4,4,4,4,4,4,4,4,4,5,108,2,4,None,Default,21,3,3,3,3,3,3,3,4469
,960588878_2024_06_22_08_52_27_054819.sb3,36,4,4,4,4,4,4,4,4,4,5,108,2,4,None,Default,21,3,3,3,3,3,3,3,4469
,1036762753_2024_06_15_07_32_17_482102.sb3,33,4,4,4,3,4,2,4,4,4,0,1,0,1,None,Default,20,3,3,3,3,3,2,3,505
,1025389798_2024_06_06_00_34_31_804763.sb3,9,1,1,0,1,2,1,1,0,2,0,0,0,1,None,Default,7,1,1,0,1,2,1,1,28
,d372a240-9f74-4069-b8b7-23b57d4588eb_2024_05_25_17_39_03_93826.sb3,20,3,0,2,2,2,2,4,3,2,0,0,0,0,None,Default,14,3,0,2,2,2,2,3,164
,c07342e8-36fe-40ce-b083-2053316d2df9_2024_05_27_11_39_51_944683.sb3,13,0,0,1,0,4,1,4,2,1,0,1,0,0,None,Default,8,0,0,1,0,3,1,3,12
,c1bea0ee-5d95-468c-8bcc-c586584a2abb_2024_05_19_18_13_54_704551.sb3,24,1,4,4,3,2,3,4,2,1,0,0,0,0,None,Default,18,1,3,3,3,2,3,3,75
,0161a087-99e6-4a7c-82b0-e2d3d3438f9a_2024_05_27_11_36_46_469847.sb3,27,1,4,4,3,4,3,4,2,2,0,2,0,0,None,Default,19,1,3,3,3,3,3,3,325
,955774619_2024_06_13_17_58_26_870950.sb3,7,1,2,0,0,1,2,1,0,0,0,0,1,1,None,Default,7,1,2,0,0,1,2,1,26
,784f3801-68e3-47a0-9e55-a543e701de53_2024_05_28_08_53_34_310511.sb3,18,1,3,1,2,2,2,4,2,1,0,0,0,1,None,Default,14,1,3,1,2,2,2,3,50
,8da3c8ee-ef71-4b05-9051-0cd815152dc2_2024_05_31_15_37_54_717670.sb3,14,0,0,2,0,2,1,4,2,3,0,0,0,1,None,Default,8,0,0,2,0,2,1,3,11
,1025386598_2024_06_06_00_23_27_286585.sb3,12,1,4,0,3,1,2,1,0,0,0,0,0,2,None,Default,11,1,3,0,3,1,2,1,70
,ded52139-6c33-4510-84ad-91ca939ed2f2_2024_06_06_09_00_22_731610.sb3,7,0,0,0,0,1,1,1,0,4,0,0,0,0,None,Default,3,0,0,0,0,1,1,1,9
,0f1a5188-7857-4ad3-bccb-bbd0998a73f0_2024_06_13_11_57_39_198587.sb3,15,3,1,1,1,2,2,2,0,3,0,0,0,0,None,Default,12,3,1,1,1,2,2,2,34
,62157916-18f6-44f3-9f77-d2f055c9f66a_2024_06_14_07_26_42_773533.sb3,35,4,4,4,4,3,4,4,4,4,4,18,0,0,None,Default,21,3,3,3,3,3,3,3,1877
,eeaca7ff-2458-42ee-a9e9-cb665416d6c4_2024_06_07_06_30_22_411741.sb3,16,1,1,0,2,3,2,4,2,1,0,0,0,0,None,Default,12,1,1,0,2,3,2,3,22
,1025398492_2024_05_30_00_19_44_650422.sb3,6,1,1,0,1,1,1,1,0,0,0,0,0,1,None,Default,6,1,1,0,1,1,1,1,33
,312ab883-c140-4148-89e9-3000ab66e728_2024_06_19_11_20_19_459450.sb3,12,1,1,0,1,3,2,1,0,3,0,7,0,0,None,Default,9,1,1,0,1,3,2,1,71
,960588878_2024_05_31_14_42_36_036690.sb3,36,4,4,4,4,4,4,4,4,4,5,108,2,4,None,Default,21,3,3,3,3,3,3,3,4469
,877426921_2024_06_26_12_19_19_807716.sb3,20,1,4,1,3,2,3,4,2,0,13,0,0,0,None,Default,16,1,3,1,3,2,3,3,436
,1026488596_2024_05_30_07_48_30_768754.sb3,5,1,0,0,0,0,0,1,0,3,0,2,1,1,None,Default,2,1,0,0,0,0,0,1,2
,1039908295_2024_06_20_13_08_20_225680.sb3,18,1,3,4,2,2,2,1,0,3,0,2,0,1,None,Default,14,1,3,3,2,2,2,1,39
,2e8eb742-c096-4963-8690-0a0a9b4743f5_2024_05_08_10_08_51_280742.sb3,6,0,0,0,0,1,1,1,0,3,0,0,0,0,None,Default,3,0,0,0,0,1,1,1,5
,1033164437_2024_06_21_08_45_41_449246.sb3,10,1,1,1,1,2,2,1,0,1,0,0,0,0,None,Default,9,1,1,1,1,2,2,1,17
,1028315007_2024_06_29_19_49_00_406315.sb3,32,3,4,4,4,3,4,4,2,4,6,1,0,0,None,Default,21,3,3,3,3,3,3,3,1129
,1016126389_2024_06_22_15_01_28_964784.sb3,33,4,4,4,3,4,2,4,4,4,0,0,8,0,None,Default,20,3,3,3,3,3,2,3,620
,caa2fd24-aa7f-4ec3-a5d4-e86564319403_2024_05_12_11_12_38_833095.sb3,13,1,0,2,1,2,2,1,0,4,0,0,0,0,None,Default,9,1,0,2,1,2,2,1,18
,cda207d5-f83c-4a88-a79e-620714c74017_2024_06_12_23_17_53_173017.sb3,32,4,4,4,3,4,4,4,2,3,2,23,3,0,None,Default,21,3,3,3,3,3,3,3,936
,1c5fbd6c-ffd0-4af1-99fe-06ccfd5110c1_2024_06_18_01_52_25_897864.sb3,11,1,1,0,1,2,1,1,0,4,0,4,0,0,None,Default,7,1,1,0,1,2,1,1,465
,d2b62fc2-c3c3-4fd0-b6cc-f33e5bb4139e_2024_06_12_04_31_21_667112.sb3,18,4,3,1,1,2,2,2,0,3,0,0,1,1,None,Default,14,3,3,1,1,2,2,2,103
,656b0500-ddd2-4d8a-869f-f8c436eb5a94_2024_05_24_09_27_03_590055.sb3,21,2,3,0,3,3,2,4,2,2,0,0,0,0,None,Default,16,2,3,0,3,3,2,3,36
,145a51fc-370c-474f-aa42-45e5baed8bfd_2024_06_16_13_13_45_668003.sb3,18,1,1,1,2,2,2,4,2,3,0,13,0,0,None,Default,12,1,1,1,2,2,2,3,238
,6d9945e7-b7fc-4d98-acac-f90a55c50ad0_2024_06_12_04_08_48_154329.sb3,15,4,1,1,1,2,2,2,0,2,0,0,1,1,None,Default,12,3,1,1,1,2,2,2,44
,1031419519_2024_06_25_14_59_17_932592.sb3,29,2,4,2,3,4,4,4,2,4,0,1,0,0,None,Default,19,2,3,2,3,3,3,3,247
,1017593041_2024_06_13_17_54_40_649681.sb3,7,1,0,0,0,1,1,1,0,3,0,4,0,1,None,Default,4,1,0,0,0,1,1,1,11
,1031081863_2024_06_03_08_59_02_796507.sb3,11,1,0,0,1,2,2,2,3,0,9,0,0,1,None,Default,8,1,0,0,1,2,2,2,104
,24edc958-9588-4fc6-b6ca-995f0077bacf_2024_06_06_10_18_06_142482.sb3,25,1,4,2,3,3,2,4,2,4,0,6,0,0,None,Default,17,1,3,2,3,3,2,3,387
