url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
,1c6fc912-2572-47af-a825-a83eef76e220_2024_06_16_16_39_56_945990.sb3,12,1,4,0,3,1,1,1,0,1,0,0,0,0,None,Default,10,1,3,0,3,1,1,1,72
,f3441318-dddd-4d0f-9bf8-0013e111a1fe_2024_05_08_09_58_56_670346.sb3,5,0,0,0,0,1,0,1,0,3,0,0,0,0,None,Default,2,0,0,0,0,1,0,1,4
,f9098977-f25d-438d-941c-e857d87c8a79_2024_06_02_10_06_47_628111.sb3,20,3,2,2,2,3,2,4,2,0,0,1,0,0,None,Default,17,3,2,2,2,3,2,3,49
,258daf06-c00c-436a-977d-06260c9514f6_2024_06_06_10_44_20_992627.sb3,21,1,4,1,3,2,1,4,2,3,0,0,0,0,None,Default,14,1,3,1,3,2,1,3,61
,1039787582_2024_06_24_14_36_21_322744.sb3,21,1,3,2,2,3,2,4,3,1,0,0,0,1,None,Default,16,1,3,2,2,3,2,3,63
,d0c5df78-6708-48d7-8540-81e82d87943d_2024_06_01_09_06_23_907197.sb3,20,3,2,2,2,2,2,4,3,0,0,0,0,0,None,Default,16,3,2,2,2,2,2,3,46
,1a4dd95a-acb2-4e15-aaff-1005e25ff63d_2024_06_01_11_49_47_62804.sb3,14,1,4,1,3,1,2,1,0,1,0,2,0,0,None,Default,12,1,3,1,3,1,2,1,99
,017bab52-d6ef-4c5c-a54c-311a5ac963ba_2024_05_31_03_41_14_719107.sb3,33,4,4,4,3,4,3,4,3,4,4,8,7,1,None,Default,21,3,3,3,3,3,3,3,815
,802cc951-9beb-4bbf-a5a4-d8abedf8e8fc_2024_06_25_04_11_15_178283.sb3,10,1,0,0,1,1,2,1,0,4,0,0,4,6,None,Default,6,1,0,0,1,1,2,1,75
,85d99ade-5592-4db7-87db-7655db5083f2_2024_05_14_17_44_32_883474.sb3,22,1,1,4,2,2,2,4,2,4,10,0,0,1,None,Default,14,1,1,3,2,2,2,3,152
,f903638f-788f-4350-a2a7-9472ef5100b4_2024_06_01_09_23_16_884902.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,a7cf7c1b-5579-4dea-ad03-79fe4fad8a67_2024_05_27_03_15_06_985137.sb3,10,1,1,0,1,2,1,1,0,3,0,2,0,6,None,Default,7,1,1,0,1,2,1,1,13
,1012036934_2024_06_12_12_01_12_954699.sb3,8,1,1,0,1,2,2,1,0,0,0,1,2,1,None,Default,8,1,1,0,1,2,2,1,41
,d9044305-3bba-4f5d-97d9-3b8cc46efe32_2024_05_25_17_36_26_455982.sb3,20,3,0,2,2,2,2,4,3,2,0,0,0,0,None,Default,14,3,0,2,2,2,2,3,164
,cecb0636-269d-4a84-9d9e-59f6c0372e32_2024_06_06_13_15_36_859937.sb3,18,1,1,1,2,2,2,4,2,3,0,0,0,0,None,Default,12,1,1,1,2,2,2,3,147
,982086728_2024_06_15_19_10_02_551544.sb3,10,1,1,1,0,2,2,1,0,2,0,0,1,1,None,Default,8,1,1,1,0,2,2,1,12
,1037570362_2024_06_15_14_01_43_156841.sb3,34,4,4,4,4,4,3,4,3,4,10,7,1,2,None,Default,21,3,3,3,3,3,3,3,7300
,1022912853_2024_05_30_10_01_41_924922.sb3,12,1,1,1,0,1,2,4,2,0,0,0,0,3,None,Default,9,1,1,1,0,1,2,3,19
,0453082b-7873-406f-b3fc-99f26f989722_2024_05_23_09_00_28_172327.sb3,34,4,4,4,4,3,4,4,3,4,15,7,3,0,None,Default,21,3,3,3,3,3,3,3,1204
,1028315007_2024_06_29_20_10_31_259937.sb3,32,3,4,4,4,3,4,4,2,4,6,0,0,0,None,Default,21,3,3,3,3,3,3,3,1097
,65fc2ee3-d328-42e3-b709-538b5c7cd31a_2024_06_13_11_17_23_421173.sb3,11,0,0,2,0,1,1,4,2,1,0,0,1,1,None,Default,7,0,0,2,0,1,1,3,9
,1036853898_2024_06_21_07_57_43_046649.sb3,6,0,0,0,2,1,1,1,0,1,0,0,0,1,None,Default,5,0,0,0,2,1,1,1,16
,ffb556a0-37bc-49fa-b721-9692aee466e6_2024_06_07_09_43_46_474622.sb3,23,1,1,4,3,2,2,4,2,4,0,0,0,2,None,Default,15,1,1,3,3,2,2,3,94
,1018058375_2024_06_07_06_51_14_283605.sb3,8,1,2,0,1,1,2,1,0,0,0,0,0,1,None,Default,8,1,2,0,1,1,2,1,25
,744061646_2024_06_13_14_20_39_936608.sb3,15,1,1,1,2,2,2,2,0,4,0,1,1,3,None,Default,11,1,1,1,2,2,2,2,24
,959232874_2024_06_13_19_53_50_172616.sb3,12,1,1,0,3,1,2,3,0,1,0,0,4,1,None,Default,11,1,1,0,3,1,2,3,35
,1020494366_2024_05_29_20_51_47_659221.sb3,24,4,3,2,2,3,2,4,2,2,0,2,0,1,None,Default,18,3,3,2,2,3,2,3,72
,a18f825e-f54b-4602-85c9-a8f585177f08_2024_06_10_01_18_20_885154.sb3,8,0,0,0,0,1,2,2,3,0,0,0,1,1,None,Default,5,0,0,0,0,1,2,2,7
,1025398492_2024_05_30_00_34_28_176542.sb3,11,1,1,0,1,1,2,1,3,1,0,8,0,1,None,Default,7,1,1,0,1,1,2,1,39
,9f8c9fe3-fc4a-4a16-b716-59eab413cd9d_2024_05_08_06_22_39_812203.sb3,11,1,1,0,0,3,1,1,0,4,0,0,0,1,None,Default,7,1,1,0,0,3,1,1,23
,adaa19fd-2770-417e-a780-7f4d551475fc_2024_05_25_11_06_25_371259.sb3,34,4,4,4,3,3,4,4,4,4,0,1,5,2,None,Default,21,3,3,3,3,3,3,3,393
,1e57d853-cd29-4a48-b703-5809919d8dea_2024_05_23_03_13_28_769588.sb3,17,3,0,1,2,3,1,4,3,0,0,0,0,1,None,Default,13,3,0,1,2,3,1,3,28
,fe07a204-b4bf-4464-a82d-d3f942be3464_2024_05_31_13_40_54_737737.sb3,9,1,1,0,1,1,1,1,0,3,0,0,0,1,None,Default,6,1,1,0,1,1,1,1,12
,704ed74d-6496-4259-bb7f-9b8fe85379d8_2024_05_13_08_51_38_973482.sb3,21,1,4,1,2,2,2,4,2,3,0,0,0,0,None,Default,14,1,3,1,2,2,2,3,234
,1040707586_2024_06_22_13_25_31_726241.sb3,12,1,1,1,1,2,2,1,0,3,0,0,0,1,None,Default,9,1,1,1,1,2,2,1,46
,1025398976_2024_05_30_00_37_41_538872.sb3,10,1,0,0,3,1,2,1,0,2,0,0,0,1,None,Default,8,1,0,0,3,1,2,1,12
,a09ec27b-34fd-4c5a-821e-8de7d728052e_2024_06_01_02_15_13_754016.sb3,17,3,0,2,2,2,2,4,2,0,2,0,0,0,None,Default,14,3,0,2,2,2,2,3,49
,3ffff0be-aae2-406e-8cc6-57f0c9b4e6a9_2024_05_14_12_19_25_408283.sb3,21,1,4,1,3,2,2,4,2,2,0,1,0,0,None,Default,15,1,3,1,3,2,2,3,276
,0e501449-33d3-43ae-8530-4ea11bd9fefc_2024_06_18_01_20_57_176119.sb3,16,1,4,0,3,2,1,1,0,4,0,1,2,2,None,Default,11,1,3,0,3,2,1,1,173
,cac24bb2-7486-48e7-b797-5e710ed9ee4c_2024_05_26_13_20_02_157346.sb3,24,4,3,2,1,2,4,4,2,2,0,3,0,1,None,Default,17,3,3,2,1,2,3,3,157
,4084ce21-8ca6-4cba-bc48-a7498a520626_2024_05_27_05_59_24_825128.sb3,15,0,0,1,1,4,2,4,3,0,0,0,0,1,None,Default,10,0,0,1,1,3,2,3,63
,1038557303_2024_06_18_05_07_32_316202.sb3,27,1,4,4,3,3,2,4,3,3,0,0,0,1,None,Default,18,1,3,3,3,3,2,3,260
,960588878_2024_05_31_20_34_58_026194.sb3,36,4,4,4,4,4,4,4,4,4,5,108,2,4,None,Default,21,3,3,3,3,3,3,3,4469
,28297fb1-3166-4fd5-b320-7def48fddb33_2024_05_14_18_49_32_24327.sb3,17,0,0,1,1,1,4,4,2,4,0,0,0,0,None,Default,9,0,0,1,1,1,3,3,34
,e066bbdc-1ed9-45ff-bb2f-0fd5adc011d5_2024_06_07_09_43_17_440816.sb3,19,1,1,1,2,2,2,4,2,4,0,0,0,1,None,Default,12,1,1,1,2,2,2,3,61
,97ff600d-af7e-4211-8ad9-cc42b75afb52_2024_05_29_13_54_55_517691.sb3,15,1,1,1,1,2,2,4,2,1,0,0,0,1,None,Default,11,1,1,1,1,2,2,3,70
,948664627_2024_06_12_15_30_07_158748.sb3,7,1,0,0,1,2,2,1,0,0,0,0,0,1,None,Default,7,1,0,0,1,2,2,1,14
,884abfe6-0428-47e8-adf1-c1d03bc0ead7_2024_06_03_07_18_44_866098.sb3,20,1,4,2,2,2,2,4,2,1,2,0,0,0,None,Default,15,1,3,2,2,2,2,3,260
,1016126389_2024_06_22_15_23_31_614928.sb3,33,4,4,4,3,4,2,4,4,4,0,0,8,0,None,Default,20,3,3,3,3,3,2,3,620
,998def97-f0b1-4710-91c8-0149ce1f44f2_2024_05_18_14_49_31_902401.sb3,14,1,1,0,1,4,2,1,1,3,0,0,0,1,None,Default,9,1,1,0,1,3,2,1,23
,882093984_2024_06_06_09_59_42_842810.sb3,22,2,3,2,1,3,2,4,1,4,0,0,0,1,None,Default,16,2,3,2,1,3,2,3,85
,98686c09-cd7d-44cb-bdb8-65bd0f89876e_2024_06_08_05_21_27_86528.sb3,27,4,4,2,3,2,2,4,3,3,0,21,1,1,None,Default,18,3,3,2,3,2,2,3,1279
,fbcae012-3c9a-4c07-8b71-c776a6864486_2024_06_06_13_10_36_562819.sb3,14,1,1,1,1,2,2,2,0,4,2,0,0,0,None,Default,10,1,1,1,1,2,2,2,148
,4a556cab-5d44-4171-8af5-3959cfcbba1d_2024_05_27_13_03_03_887190.sb3,18,1,2,1,1,4,2,4,0,3,0,1,0,0,None,Default,13,1,2,1,1,3,2,3,160
,98a57d29-32ea-4b7a-a21c-8a3a02b2de11_2024_05_16_06_17_29_527742.sb3,18,1,2,1,2,2,2,4,2,2,2,1,0,1,None,Default,13,1,2,1,2,2,2,3,272
,f35fb191-c43d-442e-9b8b-8b439e2a65d4_2024_05_10_13_08_06_76861.sb3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,None,Default,3,0,0,0,0,2,1,0,3
,27cb9faf-3a9f-44b7-83e1-6352f019ff97_2024_05_27_05_50_07_408720.sb3,6,1,2,0,0,1,2,0,0,0,0,0,0,0,None,Default,6,1,2,0,0,1,2,0,24
,982087214_2024_06_15_19_14_35_228753.sb3,6,0,0,0,0,1,1,1,0,3,0,0,0,1,None,Default,3,0,0,0,0,1,1,1,8
,1030843047_2024_06_14_11_30_50_417386.sb3,17,1,1,4,2,2,2,1,0,4,0,0,0,0,None,Default,12,1,1,3,2,2,2,1,54
,cddead86-ce86-4b4a-9b5c-e8d5c72c004f_2024_05_27_20_14_50_118244.sb3,26,1,4,1,2,4,4,4,2,4,0,0,0,0,None,Default,16,1,3,1,2,3,3,3,277
,1001136421_2024_06_11_10_35_11_327854.sb3,33,4,4,4,4,3,3,4,3,4,6,3,6,3,None,Default,21,3,3,3,3,3,3,3,1190
,09c270b0-8a7f-4bc8-b4c9-d7f716072b3b_2024_05_17_06_56_47_914176.sb3,17,1,1,2,2,2,2,4,2,1,0,1,0,0,None,Default,13,1,1,2,2,2,2,3,169
,3cfe1cd9-0124-4bfe-babd-5d9a039f71ec_2024_06_12_04_38_18_383207.sb3,24,1,4,2,4,2,2,4,3,2,0,0,0,0,None,Default,16,1,3,2,3,2,2,3,147
,1014621519_2024_06_03_07_39_50_213629.sb3,22,1,4,0,2,4,2,4,2,3,2,3,0,0,None,Default,14,1,3,0,2,3,2,3,640
,1012036934_2024_06_19_15_09_29_297899.sb3,8,1,1,0,1,2,2,1,0,0,0,1,2,1,None,Default,8,1,1,0,1,2,2,1,41
,ae90e6a9-5f0d-41b3-9ac6-026f56479313_2024_05_12_11_44_54_638306.sb3,12,3,0,0,0,2,2,2,3,0,0,0,0,1,None,Default,9,3,0,0,0,2,2,2,17
,d2ab9bd5-5c15-443d-8550-b61430fc7153_2024_05_27_05_48_58_785087.sb3,16,1,2,1,3,2,2,2,0,3,0,0,0,0,None,Default,13,1,2,1,3,2,2,2,20
,66a6e2b2-c66d-4d2b-90c7-4da591abf9d4_2024_05_24_08_16_45_910324.sb3,17,3,0,1,2,3,1,4,3,0,0,0,0,1,None,Default,13,3,0,1,2,3,1,3,28
,d4f1072b-d93a-4299-9a66-73a332220f60_2024_05_28_02_20_34_255575.sb3,24,4,3,4,2,3,2,4,0,2,0,0,1,1,None,Default,19,3,3,3,2,3,2,3,102
,eedb49a2-fb21-422f-9cbf-6884ee5d2630_2024_05_09_05_59_42_725829.sb3,8,0,0,0,1,2,1,1,1,2,0,0,1,0,None,Default,5,0,0,0,1,2,1,1,12
,87cf3593-47ae-4e89-8c48-d80fad7008ba_2024_05_31_13_17_08_163170.sb3,8,1,0,0,0,2,1,1,0,3,0,2,0,1,None,Default,5,1,0,0,0,2,1,1,4
,2ad33c84-6b65-4c0c-8d36-51b7bf23f6fe_2024_06_07_07_33_01_464163.sb3,19,1,2,1,3,3,2,4,3,0,0,1,0,1,None,Default,15,1,2,1,3,3,2,3,26
,957967074_2024_06_11_10_34_07_240956.sb3,14,1,1,0,2,3,1,4,2,0,0,4,7,4,None,Default,11,1,1,0,2,3,1,3,97
,7124ced2-9475-4962-9fc7-54002a781508_2024_05_09_05_36_07_190862.sb3,8,0,0,0,1,2,1,1,1,2,0,0,2,0,None,Default,5,0,0,0,1,2,1,1,12
,885b0cfd-6275-4156-8867-4b4bfcbefc86_2024_05_09_05_22_26_93652.sb3,9,1,0,0,1,2,1,1,1,2,0,1,1,0,None,Default,6,1,0,0,1,2,1,1,14
,8e4ab8c0-cf56-494c-bcac-b18b7c3f9ca1_2024_05_14_11_47_18_216164.sb3,24,1,4,4,3,3,2,4,2,1,0,0,0,1,None,Default,18,1,3,3,3,3,2,3,67
,1025386598_2024_06_06_00_19_13_569129.sb3,12,1,4,0,3,1,2,1,0,0,0,0,0,2,None,Default,11,1,3,0,3,1,2,1,70
,747653991_2024_06_13_11_38_06_802104.sb3,24,4,3,2,2,3,2,4,2,2,0,2,1,1,None,Default,18,3,3,2,2,3,2,3,73
,ec10c53c-56d5-4b13-b9c8-6121c9145792_2024_06_06_06_54_47_477033.sb3,19,1,2,1,3,3,2,4,3,0,0,1,0,1,None,Default,15,1,2,1,3,3,2,3,24
,08291ad2-dbd8-42d0-8570-f54bf1a4551f_2024_05_23_09_57_21_741691.sb3,20,1,3,2,1,3,2,4,0,4,0,2,0,1,None,Default,15,1,3,2,1,3,2,3,40
,8647cd9e-00d8-4ae3-ac6b-b32121535ddf_2024_05_14_07_56_03_661698.sb3,18,1,2,1,2,2,2,4,2,2,2,2,0,1,None,Default,13,1,2,1,2,2,2,3,266
,e255d386-646a-4b3b-b998-a846668af91c_2024_05_22_16_10_52_493996.sb3,20,1,4,1,3,2,2,4,2,1,0,0,0,1,None,Default,15,1,3,1,3,2,2,3,63
,b4f50824-0695-4dd1-ab42-873e0de84526_2024_05_14_06_55_02_603763.sb3,18,1,4,1,3,2,2,1,0,4,0,2,0,1,None,Default,13,1,3,1,3,2,2,1,36
,5875d9b0-762a-40b5-9aee-5f8c1b0e3fcb_2024_06_28_07_58_50_661418.sb3,15,1,4,1,2,2,1,1,0,3,0,0,1,0,None,Default,11,1,3,1,2,2,1,1,91
,9c1bdb63-3f7c-47f0-a6a3-71fc43b6cca3_2024_06_26_00_16_14_582847.sb3,16,1,0,2,0,2,2,4,2,3,0,2,0,1,None,Default,10,1,0,2,0,2,2,3,201
,1038557303_2024_06_18_04_42_08_133362.sb3,15,1,4,0,3,2,1,1,0,3,0,0,0,1,None,Default,11,1,3,0,3,2,1,1,234
,f460fea2-aa73-4167-a42d-a8c59db946a4_2024_05_23_09_04_03_955593.sb3,34,4,4,4,4,3,4,4,3,4,15,7,3,0,None,Default,21,3,3,3,3,3,3,3,1204
,6e4cc2bd-606b-4e76-b929-69a607db9ab9_2024_05_08_06_27_27_406788.sb3,16,1,1,2,0,3,1,4,0,4,0,2,0,1,None,Default,11,1,1,2,0,3,1,3,33
,0fbc220e-9b5f-4b36-ba54-67e0a78c25e6_2024_06_20_02_12_55_788947.sb3,10,1,0,0,1,2,2,3,0,1,0,0,1,1,None,Default,9,1,0,0,1,2,2,3,11
,969739738_2024_06_15_19_55_17_400905.sb3,13,2,3,0,1,4,1,1,0,1,0,0,0,1,None,Default,11,2,3,0,1,3,1,1,21
,1012036934_2024_06_09_14_19_28_900619.sb3,8,1,1,0,1,2,2,1,0,0,0,1,2,1,None,Default,8,1,1,0,1,2,2,1,41
,750b5be9-2b13-46da-8257-6d85875c5cd4_2024_05_26_12_29_03_59541.sb3,22,2,3,1,2,4,2,4,2,2,0,0,0,0,None,Default,16,2,3,1,2,3,2,3,45
,56fcfa6f-35af-48c7-9fca-aca8d7aff8f1_2024_05_26_04_20_53_742545.sb3,14,3,0,0,1,2,4,1,1,2,0,0,0,0,None,Default,10,3,0,0,1,2,3,1,39
,92d58ed1-fa21-4584-976e-2966f67f8218_2024_05_09_02_34_52_31610.sb3,10,1,1,0,1,2,1,1,1,2,0,0,1,0,None,Default,7,1,1,0,1,2,1,1,16
,2f8bafb3-b4d6-4cc6-84b7-cece6a58671e_2024_05_22_08_43_31_84783.sb3,16,1,0,1,2,3,2,4,3,0,0,0,1,1,None,Default,12,1,0,1,2,3,2,3,122
,1034887753_2024_06_30_17_45_51_080724.sb3,28,2,3,4,2,4,3,4,2,4,0,1,0,0,None,Default,19,2,3,3,2,3,3,3,195
,4cd5c4bc-bd71-47a6-a60b-0e7ff634249d_2024_05_13_08_32_34_245109.sb3,13,1,1,1,1,2,2,2,0,3,0,0,0,1,None,Default,10,1,1,1,1,2,2,2,64
,e0c0016d-cfe9-4e34-becf-3483badac47f_2024_06_12_04_54_11_298862.sb3,18,4,3,1,1,2,2,2,0,3,0,0,1,1,None,Default,14,3,3,1,1,2,2,2,55
,2dee9e37-7097-4b4d-bf9f-37eac6e6f7c5_2024_06_05_22_47_10_109337.sb3,8,1,1,0,0,2,1,2,1,0,0,0,2,1,None,Default,7,1,1,0,0,2,1,2,15
,882093984_2024_06_13_12_02_45_999922.sb3,22,2,3,2,1,3,2,4,1,4,0,0,0,1,None,Default,16,2,3,2,1,3,2,3,85
,0015cd59-0735-439e-a661-1ca54fef1c70_2024_05_19_17_55_19_263481.sb3,24,1,4,4,3,2,3,4,2,1,0,0,0,0,None,Default,18,1,3,3,3,2,3,3,75
,a95d3378-58c5-4e83-a695-3c9c151488fd_2024_06_12_02_48_28_336683.sb3,23,4,3,1,2,2,2,4,2,3,0,0,0,1,None,Default,16,3,3,1,2,2,2,3,86
,948664627_2024_06_13_22_17_09_118814.sb3,7,1,0,0,1,2,2,1,0,0,0,0,0,1,None,Default,7,1,0,0,1,2,2,1,14
,991291977_2024_06_22_13_29_29_602213.sb3,23,1,4,2,4,1,2,4,2,3,0,0,0,1,None,Default,15,1,3,2,3,1,2,3,225
,a26ba6d2-f853-49e6-b93c-ca0be37f493e_2024_06_19_10_59_20_875516.sb3,21,1,3,1,2,2,3,4,2,3,0,2,0,0,None,Default,15,1,3,1,2,2,3,3,39
,33bcdf38-1cda-44b0-84da-c0b383a9345a_2024_05_08_00_57_27_912836.sb3,28,4,3,4,3,2,4,4,3,1,6,0,1,0,None,Default,20,3,3,3,3,2,3,3,1935
,1037887975_2024_06_20_12_56_03_224930.sb3,10,1,1,0,2,1,1,1,0,3,0,0,0,1,None,Default,7,1,1,0,2,1,1,1,35
,c4fc0ba3-4856-4d37-9dd8-873469ac0f47_2024_05_17_01_40_58_320535.sb3,16,1,2,2,1,2,2,2,0,4,0,21,0,0,None,Default,12,1,2,2,1,2,2,2,101
,747653991_2024_06_12_16_20_09_472525.sb3,24,4,3,2,2,3,2,4,2,2,0,2,1,1,None,Default,18,3,3,2,2,3,2,3,73
,cf563690-6d52-43ab-80b5-b742b50716f0_2024_06_12_02_26_39_687741.sb3,22,4,1,1,2,2,2,4,2,4,0,0,0,1,None,Default,14,3,1,1,2,2,2,3,70
,7779ed84-a96c-40d9-823d-cbcfcb09e2b0_2024_05_13_07_41_51_530301.sb3,13,1,1,1,1,2,2,2,0,3,0,0,0,1,None,Default,10,1,1,1,1,2,2,2,39
,6c80cfc3-4065-4283-a0e3-0c9e58299282_2024_05_25_13_48_13_476829.sb3,15,1,4,0,2,2,1,1,0,4,0,0,0,0,None,Default,10,1,3,0,2,2,1,1,140
,26979f3b-694b-429d-9b4a-577283f4428e_2024_05_27_11_32_20_275868.sb3,15,1,0,1,0,4,2,4,2,1,0,0,0,0,None,Default,10,1,0,1,0,3,2,3,19
,1036820059_2024_06_22_13_35_18_627682.sb3,10,1,3,0,2,1,1,1,0,1,0,1,1,1,None,Default,9,1,3,0,2,1,1,1,40
,e0b0d9d5-15c6-4d20-a873-c5bece7c2b0c_2024_06_12_03_07_42_124531.sb3,23,4,3,1,2,2,2,4,2,3,3,0,1,1,None,Default,16,3,3,1,2,2,2,3,100
,80318b52-2e64-4242-8fd6-8b705ff2f775_2024_06_04_09_47_42_958850.sb3,19,1,3,1,3,4,2,3,0,2,0,5,0,0,None,Default,16,1,3,1,3,3,2,3,50
,8d6cde86-b03f-41f3-b8fb-ba50903b9348_2024_05_08_15_01_52_848276.sb3,10,1,1,0,1,1,1,1,0,4,0,0,0,0,None,Default,6,1,1,0,1,1,1,1,207
,1041526038_2024_06_25_04_31_13_768385.sb3,35,4,4,4,4,4,4,4,3,4,73,1696,41,19,None,Default,21,3,3,3,3,3,3,3,11326
,30414e45-f74d-42f9-ace3-f0049241a1d0_2024_05_31_13_13_34_592538.sb3,10,1,1,0,1,1,1,1,0,4,0,0,0,1,None,Default,6,1,1,0,1,1,1,1,10
,afab2adc-ae2b-4d44-854d-5345c95fafea_2024_05_24_13_37_20_945788.sb3,19,1,1,4,2,2,1,4,2,2,0,0,0,1,None,Default,13,1,1,3,2,2,1,3,42
,9bd68bc1-7b08-4393-931d-f0e7eb011b29_2024_05_09_02_29_35_483309.sb3,8,0,0,0,1,2,1,1,1,2,0,0,1,0,None,Default,5,0,0,0,1,2,1,1,11
,e648ea22-154c-4dae-8e6b-852291e7667d_2024_06_07_06_31_45_942027.sb3,19,1,1,0,3,3,2,4,2,3,0,0,0,0,None,Default,13,1,1,0,3,3,2,3,37
,744061646_2024_06_12_19_48_12_236265.sb3,15,1,1,1,2,2,2,2,0,4,0,1,1,3,None,Default,11,1,1,1,2,2,2,2,24
,f5594839-c70d-4646-bed8-35df78891aea_2024_05_27_05_50_50_580441.sb3,11,1,0,0,1,2,2,1,0,4,0,1,0,1,None,Default,7,1,0,0,1,2,2,1,18
,1040707250_2024_06_29_12_16_41_015197.sb3,26,4,4,1,2,3,2,4,2,4,0,0,2,1,None,Default,17,3,3,1,2,3,2,3,156
,c0a7924e-c210-434d-86d6-b3fbce9773de_2024_06_26_14_13_29_389348.sb3,27,1,4,4,2,3,4,4,3,2,0,0,2,2,None,Default,18,1,3,3,2,3,3,3,599
,1037197608_2024_06_15_13_51_54_704791.sb3,15,1,4,0,3,2,2,1,0,2,0,2,0,2,None,Default,12,1,3,0,3,2,2,1,278
,998794139_2024_05_30_09_14_07_143624.sb3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,None,Default,0,0,0,0,0,0,0,0,0
,11c5d066-16eb-49c4-97b9-fd932118d300_2024_06_04_09_37_20_885408.sb3,23,1,1,4,3,2,2,4,2,4,0,0,0,0,None,Default,15,1,1,3,3,2,2,3,92
,936250651_2024_06_13_14_41_36_614984.sb3,20,1,1,1,4,2,1,4,2,4,0,0,0,1,None,Default,12,1,1,1,3,2,1,3,73
,1038428290_2024_06_17_12_21_20_547023.sb3,20,1,1,4,1,2,2,4,2,3,0,0,0,0,None,Default,13,1,1,3,1,2,2,3,132
,7a420b10-a0d2-46ff-92d6-d20e7c435749_2024_05_13_08_43_43_100335.sb3,18,1,1,1,2,2,2,4,2,3,2,2,0,0,None,Default,12,1,1,1,2,2,2,3,72
,982044747_2024_06_09_04_47_43_985061.sb3,33,4,4,4,4,3,3,4,3,4,7,16,0,0,None,Default,21,3,3,3,3,3,3,3,2175
,87680a7e-52f3-4ef6-b0b4-8ea881306cc9_2024_05_31_02_29_27_644991.sb3,8,1,1,0,0,2,1,2,1,0,0,0,2,1,None,Default,7,1,1,0,0,2,1,2,15
,1026250013_2024_05_30_22_36_51_877222.sb3,28,3,4,4,3,3,2,4,2,3,2,0,0,1,None,Default,20,3,3,3,3,3,2,3,582
,5de12835-bcaa-466c-8485-34a62ccefed1_2024_06_07_06_54_03_736831.sb3,22,1,3,2,3,3,2,4,0,4,0,2,0,2,None,Default,17,1,3,2,3,3,2,3,63
,41ba8af2-8759-4eab-ad40-b932d3a2048e_2024_06_16_17_00_26_579086.sb3,15,2,1,0,2,2,2,2,0,4,0,4,0,0,None,Default,11,2,1,0,2,2,2,2,68
,747374780_2024_06_13_14_17_13_097981.sb3,16,1,1,1,3,2,2,1,3,2,0,0,0,2,None,Default,11,1,1,1,3,2,2,1,31
,8c7e5030-890c-4f69-a40a-79bcc345a589_2024_05_29_06_23_05_301991.sb3,24,1,3,2,3,3,4,4,0,4,0,3,0,1,None,Default,18,1,3,2,3,3,3,3,49
,1028315007_2024_06_30_22_51_10_599336.sb3,31,3,4,4,4,2,4,4,2,4,6,0,0,0,None,Default,20,3,3,3,3,2,3,3,1093
,96d61e89-5986-4bf7-a5c5-886895f9c88b_2024_05_27_20_16_04_732351.sb3,25,1,3,1,2,4,4,4,2,4,0,37,0,2,None,Default,16,1,3,1,2,3,3,3,451
,9059bbc4-6d01-4961-b697-fc67c1a88bb5_2024_05_25_03_15_46_120842.sb3,34,4,4,4,3,3,4,4,4,4,0,1,5,2,None,Default,21,3,3,3,3,3,3,3,393
,985ace07-2588-4731-9ee1-edfb3fd02af2_2024_05_14_07_52_55_862100.sb3,13,1,1,1,1,2,2,2,0,3,0,0,0,1,None,Default,10,1,1,1,1,2,2,2,71
,247cf743-a13b-4e79-a5f2-e3d11099e800_2024_06_06_15_03_10_560918.sb3,23,1,1,4,3,2,2,4,2,4,0,0,0,0,None,Default,15,1,1,3,3,2,2,3,94
,875274748_2024_06_14_13_26_04_304408.sb3,28,1,4,2,4,4,3,4,2,4,4,0,0,2,None,Default,18,1,3,2,3,3,3,3,1429
,05a9a64c-9ca5-4ae8-bfdf-04e55fd841fd_2024_05_25_14_01_46_104980.sb3,25,2,4,2,3,2,2,4,2,4,6,0,0,0,None,Default,17,2,3,2,3,2,2,3,674
,3a88b28a-e391-464c-89f9-2590c21c996c_2024_05_27_05_52_38_30982.sb3,8,1,0,0,3,1,2,1,0,0,0,0,0,1,None,Default,8,1,0,0,3,1,2,1,44
,982090759_2024_06_15_19_17_30_482299.sb3,6,0,0,0,0,1,1,1,0,3,0,0,0,1,None,Default,3,0,0,0,0,1,1,1,8
,1036667597_2024_06_20_02_53_33_831005.sb3,25,1,3,4,2,3,2,4,2,4,0,0,0,0,None,Default,17,1,3,3,2,3,2,3,98
,66155486-05f8-478b-909c-13f114219b5d_2024_06_16_14_35_57_588753.sb3,19,1,2,1,2,2,2,4,2,3,0,0,0,0,None,Default,13,1,2,1,2,2,2,3,121
,1003700799_2024_06_27_21_54_50_549729.sb3,20,1,1,4,1,2,2,4,2,3,2,0,0,0,None,Default,13,1,1,3,1,2,2,3,99
