mastery,duplicateScript,number,scripts,deadCode,Sprite1,Sprite6,spriteNaming,sprite,backdropNaming,backdrop,refactor,refactor_list,Error,url,filename,dashboard_mode
"{'Abstraction': 1, 'Parallelism': 1, 'Logic': 0, 'Synchronization': 2, 'Flow control': 3, 'User interactivity': 1, 'Data representation': 1, 'points': 9, 'maxi': 21}","{'duplicateScript': {...}, 'number': 1, 'scripts': [['event_whenbroadcastreceived', 'looks_switchbackdropto', 'looks_show', 'looks_switchcostumeto', 'control_repeat_until', 'looks_nextcostume', 'control_wait', 'event_broadcast', 'looks_hide']]}",4,"[['event_whenbroadcastreceived', 'looks_switchbackdropto', 'looks_show', 'looks_switchcostumeto', 'control_repeat_until', 'looks_nextcostume', 'control_wait', 'event_broadcast', 'looks_hide']]","{'deadCode': {...}, 'number': 4, 'Sprite1': ['hide', 'broadcast ( v)'], 'Sprite6': ['broadcast ( v)', 'hide']}","['hide', 'broadcast ( v)']","['broadcast ( v)', 'hide']","{'spriteNaming': {...}, 'number': 7, 'sprite': ['Sprite1', 'Sprite2', 'Sprite4', 'Sprite3', 'Sprite5', 'Sprite6', 'Sprite7']}","['Sprite1', 'Sprite2', 'Sprite4', 'Sprite3', 'Sprite5', 'Sprite6', 'Sprite7']","{'backdropNaming': {...}, 'number': 4, 'backdrop': ['backdrop1', 'backdrop2', 'backdrop4', 'backdrop3']}","['backdrop1', 'backdrop2', 'backdrop4', 'backdrop3']","{'refactor': {...}, 'refactor_list': []}",[],None,https://scratch.mit.edu/projects/957967074/,https://scratch.mit.edu/projects/957967074/,Vanilla
